App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Country Code
Blood Pressure,PEGI 3,0,True,4.2,54.4K,https://play.google.com/store/apps/details?id=com.szyk.myheart,"May 25, 2022","Jul 15, 2012","10,000,000+ ",Google-6.12.0,HU
Vargo Anesthesia Mega App,PEGI 3,£79.99,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.vargoanesthesia.masterapp,"Jun 3, 2022","Feb 14, 2014","5,000+ ",19.5.2,HU
Biloba - On-demand pediatrics,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=ba.bilo.mc,"Jun 7, 2022","Jul 10, 2020","50,000+ ",1.38.3,HU
EESZT alkalmazás,PEGI 3,0,False,1.4,5.42K,https://play.google.com/store/apps/details?id=hu.gov.eeszt.mgw.app.allampolgari,"Oct 25, 2021","May 13, 2021","1,000,000+ ",2.0.3,HU
3D Anatomy,PEGI 3,£2.39,False,4.7,2.4K,https://play.google.com/store/apps/details?id=com.hssn.anatomy3d,"Mar 12, 2022","Sep 1, 2013","100,000+ ",6.2,HU
CoPE Paediatric Emergency,PEGI 3,£0.81,False,N/A,N/A,https://play.google.com/store/apps/details?id=dk.centic.cope,"Jan 18, 2019","Aug 26, 2013","1,000+ ",2.0-cope,HU
Blood Pressure,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=com.photomakerkeelin.bloodpressure,"Mar 14, 2021","Feb 23, 2021","100,000+ ",1.0,HU
Monash University FODMAP diet,PEGI 3,£5.60,False,3.5,2.47K,https://play.google.com/store/apps/details?id=com.monashuniversity.fodmap,"Jan 18, 2022","Nov 6, 2013","100,000+ ",3.0.9,HU
Guía Mensa,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=es.app.guia.mensa,"Jun 20, 2022","Mar 2, 2020","10,000+ ",3.111.0,HU
Ratownictwo medyczne algorytmy,PEGI 3,£6.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=pl.waw.bitmed.protokols,"Jun 23, 2022","Apr 29, 2014","5,000+ ",14.4.0,HU
SMUR BMPM,PEGI 18,£10.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.SMUR.smurbmpm,"May 31, 2021","May 14, 2014","1,000+ ",4.3.8,HU
Horse Anatomy: Equine 3D,PEGI 3,£4.59,False,3.0,116,https://play.google.com/store/apps/details?id=com.realbodywork.horseanatomy,"Jul 20, 2021","Dec 5, 2013","5,000+ ",2.10,HU
EESZT Covid Control,PEGI 3,0,False,1.9,527,https://play.google.com/store/apps/details?id=hu.gov.eeszt.mgw.covidpassportcontrol,"Apr 22, 2022","May 13, 2021","100,000+ ",2.1.1,HU
Muscle Trigger Point Anatomy,PEGI 3,£2.69,False,4.5,1.59K,https://play.google.com/store/apps/details?id=com.real.bodywork.muscle.trigger.points,"Jul 30, 2019","Jan 27, 2011","50,000+ ",2.4.8,HU
Blood Pressure App: Heart Rate,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=blood.pressure.heart.rate.monitor.pulse.tracker.app.hch,"May 22, 2022","Dec 13, 2021","100,000+ ",1.4.2,HU
meditorium,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=com.schilumedia.meditorium,"May 27, 2022","Jul 24, 2013","50,000+ ",2.2.17,HU
MyTherapy Pill Reminder,PEGI 3,0,False,4.6,135K,https://play.google.com/store/apps/details?id=eu.smartpatient.mytherapy,"Jun 21, 2022","Apr 14, 2015","5,000,000+ ",3.88.4,HU
PeduliLindungi,PEGI 3,0,False,2.2,954K,https://play.google.com/store/apps/details?id=com.telkom.tracencare,"Jun 11, 2022","Aug 2, 2021","50,000,000+ ",4.4.6,HU
Advanced Naming Therapy,PEGI 3,£21.99,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.tactustherapy.advancednaming,"Feb 3, 2022","Jun 9, 2017",500+ ,2.0.107,HU
ÉletMentő,PEGI 3,N/A,False,N/A,N/A,https://play.google.com/store/apps/details?id=hu.mentok.eletmento,"May 15, 2022",N/A,"100,000+ ",1.0.8,HU
Essential Anatomy 5,PEGI 3,£14.99,False,3.5,2.24K,https://play.google.com/store/apps/details?id=com.the3d4medical.EssentialAnatomy,"Feb 1, 2022","May 14, 2014","50,000+ ",1.2.0,HU
Recognise Foot,PEGI 3,£6.99,False,N/A,N/A,https://play.google.com/store/apps/details?id=au.com.appliquette.recognise.foot,"May 16, 2019","Mar 2, 2016","5,000+ ",1.0.6,HU
myPhonak,PEGI 3,0,False,2.3,7.15K,https://play.google.com/store/apps/details?id=com.sonova.phonak.dsapp,"Feb 27, 2022","Aug 30, 2018","1,000,000+ ",4.0.6,HU
FibriCheck,PEGI 3,0,True,3.3,6.32K,https://play.google.com/store/apps/details?id=com.qompium.fibricheck,"Jun 2, 2022","Aug 23, 2016","500,000+ ",2.3.0,HU
Migraine Buddy: Track Headache,PEGI 3,0,True,4.7,48.7K,https://play.google.com/store/apps/details?id=com.healint.migraineapp,"May 5, 2022","Jul 8, 2014","1,000,000+ ",50.0.1651284433,HU
prisma APP,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.lmt.sleeppatientapp,"Jun 9, 2022","Aug 26, 2021","1,000+ ",1.3.13356,HU
Blood Pressure Tracker | BP Checker | BP Logger,PEGI 16 • Sex,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=com.sp02_apps.bp_recorder,"Aug 5, 2021","Aug 1, 2021","50,000+ ",2.0,HU
Human Anatomy Atlas 2021,PEGI 3,£21.49,True,4.5,10.1K,https://play.google.com/store/apps/details?id=com.visiblebody.atlas,"Mar 17, 2021","Sep 30, 2016","100,000+ ",2021.2.27,HU
Lady Pill Widgets,PEGI 3,£1.99,False,4.8,1.34K,https://play.google.com/store/apps/details?id=com.baviux.pillreminderwidget,"Sep 4, 2018","Dec 21, 2012","10,000+ ",1.2.4,HU
Saunders Comp Review NCLEX RN,PEGI 3,0,True,4.1,1.46K,https://play.google.com/store/apps/details?id=com.medpresso.testzapp.crnclex_rn,"Jun 14, 2022","Mar 13, 2018","100,000+ ",4.6.10,HU
My Calendar - Period Tracker,PEGI 3,0,True,4.9,385K,https://play.google.com/store/apps/details?id=com.lbrc.PeriodCalendar,"Jun 20, 2022","Aug 16, 2015","10,000,000+ ",8.3.1,HU
Complete Anatomy 2022,PEGI 3,0,True,3.6,6.72K,https://play.google.com/store/apps/details?id=com.a3d4medical.completeanatomy,"May 23, 2022","Jun 19, 2018","500,000+ ",8.6.0,HU
OptoDrum,PEGI 3,£4.75,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.linsay.optodrumandroid,"Oct 15, 2020","May 23, 2015","5,000+ ",1.0.2,HU
Human Anatomy Atlas 2022＋,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=com.visiblebody.subscription,"May 23, 2022","Mar 7, 2022","10,000+ ",1.01.014,HU
VeinSeek,PEGI 3,£2.99,False,1.4,359,https://play.google.com/store/apps/details?id=com.vs.veinseek,"Dec 5, 2017","Feb 10, 2017","10,000+ ",Varies with device,HU
Sanford Guide,PEGI 3,0,True,4.2,3.48K,https://play.google.com/store/apps/details?id=com.sanfordguide.amt,"May 10, 2022","Aug 4, 2014","100,000+ ",5.1.13,HU
Cardiac diagnosis-heart rate,PEGI 3,£11.99,False,3.8,431,https://play.google.com/store/apps/details?id=com.sdk.cardiac_diagnosis,"Apr 20, 2022","Jun 20, 2018","5,000+ ",25,HU
Medical ID (premium),PEGI 3,£4.99,False,4.7,2.23K,https://play.google.com/store/apps/details?id=app.medicalid,"May 9, 2022","Jun 28, 2014","10,000+ ",7.15.1,HU
Elsősegély - Mit kell tennem?,PEGI 3,0,True,4.5,1.73K,https://play.google.com/store/apps/details?id=hu.h2online.elsosegely,"Jul 8, 2019","Aug 23, 2012","100,000+ ",3.0,HU
e-Anatomy,PEGI 18,0,True,3.9,2.82K,https://play.google.com/store/apps/details?id=net.imaios.eanatomy,"May 17, 2022","Oct 20, 2011","500,000+ ",5.2.7,HU
SimMon,PEGI 3,£18.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=dk.castleandersen.simmon,"Oct 27, 2020","Oct 23, 2019",500+ ,1.1,HU
Dilumed,PEGI 3,£0.59,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.dilumed.pay,"Sep 27, 2021","Sep 27, 2021","1,000+ ",1.0,HU
A Manual of Acupuncture,PEGI 3,0,True,3.4,549,https://play.google.com/store/apps/details?id=com.cards,"Sep 27, 2020","Sep 25, 2014","10,000+ ",3.2.0,HU
9 hónap,PEGI 3,N/A,True,N/A,N/A,https://play.google.com/store/apps/details?id=hu.sanomamedia.kilenchonap,"Jul 18, 2018",N/A,"50,000+ ",1.6,HU
PMED - Preço de Procedimento,PEGI 3,£4.19,True,N/A,N/A,https://play.google.com/store/apps/details?id=oaz.soft,"Jun 9, 2022","Aug 22, 2012","5,000+ ",11.8,HU
Blood Pressure Monitor & Diary,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=com.bloodpressureanalyze.bpreading,"Oct 21, 2021","Oct 18, 2021","10,000+ ",1.0.2,HU
Plazma Center App,PEGI 3,N/A,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.plazmacenter.hu.plazmacenterapp,"Feb 17, 2022",N/A,"10,000+ ",1.0.8,HU
