,App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Application Type,Country Count,Countries
471,Medical Records,PEGI 3,0.0,True,3.5,1940,https://play.google.com/store/apps/details?id=com.cliniconline,"Jun 4, 2022","Nov 25, 2015","100,000+",1.11.0.30,MEDICAL,1,IT
481,Memória Auditiva,PEGI 3,8.49,False,0.0,0,https://play.google.com/store/apps/details?id=app.competenciasauditivas.memoria_auditiva,"May 30, 2022","May 30, 2022",1+,1.0.0,MEDICAL,4,"SM,GI,VA,MC"
482,PharmEasy - Healthcare App,PEGI 3,0.0,False,4.5,630000,https://play.google.com/store/apps/details?id=com.phonegap.rxpal,"Jun 21, 2022","Mar 6, 2015","10,000,000+",5.2.1,MEDICAL,4,"SM,GI,VA,MC"
486,Lanthier - Internal Medicine,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=com.lanthier2018,"May 19, 2022","Jul 9, 2018","5,000+",4.1.3,MEDICAL,4,"SM,GI,VA,MC"
487,Glucose Buddy Diabetes Tracker,PEGI 3,0.0,True,4.2,14600,https://play.google.com/store/apps/details?id=com.skyhealth.glucosebuddyfree,"Jul 19, 2021","Jun 11, 2012","500,000+",5.36.8529,MEDICAL,4,"SM,GI,VA,MC"
491,BedTyme,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=com.bedtyme.bedtyme,"May 29, 2022","May 18, 2020",500+,3.1.9,MEDICAL,5,"SM,GI,VA,LI,MC"
495,Naming Therapy,PEGI 3,21.99,False,0.0,0,https://play.google.com/store/apps/details?id=com.tactustherapy.namingtherappy,"Jun 17, 2022","Mar 27, 2014","1,000+",4.0.195,MEDICAL,4,"SM,GI,VA,MC"
501,"Listening device, Hearing Aid",PEGI 3,0.0,True,2.6,506,https://play.google.com/store/apps/details?id=com.it4you.dectone,"Nov 3, 2021","Apr 9, 2018","100,000+",3.9.8,MEDICAL,4,"SM,GI,VA,MC"
504,QuitNow: Quit smoking for good,PEGI 3,0.0,True,4.5,59100,https://play.google.com/store/apps/details?id=com.EAGINsoftware.dejaloYa,"Jun 7, 2022","Jul 3, 2010","1,000,000+",6.29.1,MEDICAL,9,"SM,GI,ES,RO,VA,BE,MC,NL,PL"
508,Wilderness Medicine Reference,PEGI 3,1.79,False,0.0,0,https://play.google.com/store/apps/details?id=com.wildernessmedicinereferenceapp.wmr,"Mar 18, 2022","Jan 31, 2022",100+,1.0.1,MEDICAL,4,"SM,GI,VA,MC"
512,vet-Anatomy,PEGI 18,0.0,True,4.0,985,https://play.google.com/store/apps/details?id=net.imaios.vetanatomy,"Apr 25, 2022","Oct 25, 2016","100,000+",2.1.2,MEDICAL,6,"SM,GI,VA,MC,AT,FR"
517,Anatomyka - 3D Anatomy Atlas,PEGI 3,0.0,True,4.7,7930,https://play.google.com/store/apps/details?id=com.anatomyka.android,"Apr 6, 2022","Dec 9, 2018","100,000+",2.5.0,MEDICAL,8,"SM,GI,ES,VA,MC,AT,SE,PL"
519,Apraxia Therapy: Aphasia,PEGI 3,21.99,False,0.0,0,https://play.google.com/store/apps/details?id=com.tactustherapy.apraxiatherapy,"Jun 17, 2022","Nov 14, 2016","1,000+",2.0.76,MEDICAL,4,"SM,GI,VA,MC"
521,EMRA Antibiotic Guide,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=com.emra.AntibioticGuide,"May 22, 2019","Sep 22, 2018","10,000+",1.0.1.30,MEDICAL,5,"SM,GI,VA,LI,MC"
530,Visual Attention Therapy,PEGI 3,8.99,False,0.0,0,https://play.google.com/store/apps/details?id=com.tactustherapy.vat,"Jun 17, 2022","Mar 1, 2017","1,000+",2.0.40,MEDICAL,4,"SM,GI,VA,MC"
533,SpeakUp Too,PEGI 3,2.39,False,0.0,0,https://play.google.com/store/apps/details?id=com.sensoryapphouse.speakuptoo22,"Jun 9, 2022","Jun 9, 2022",1+,1.0.0.0,MEDICAL,4,"SM,GI,VA,MC"
540,Saunders NCLEX PN Q&A LPN-LVN,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=com.medpresso.testzapp.crnclex_pn,"May 24, 2022","May 8, 2018","50,000+",4.6.8,MEDICAL,4,"SM,GI,VA,MC"
542,Vet Nurse Quick Reference,PEGI 3,1.79,False,4.9,129,https://play.google.com/store/apps/details?id=com.darxide.android.vnreference,"Jun 3, 2022","Apr 17, 2011","1,000+",2.38,MEDICAL,4,"SM,GI,VA,MC"
543,Okell Medicine: Notes & Audio,PEGI 3,1.29,False,0.0,0,https://play.google.com/store/apps/details?id=org.medicaudio.okellmedicine,"Mar 15, 2022","Mar 15, 2022",10+,1.0,MEDICAL,4,"SM,GI,VA,MC"
544,Advanced Language Therapy,PEGI 3,64.99,False,0.0,0,https://play.google.com/store/apps/details?id=com.tactustherapy.advancedlanguagetherapy,"Feb 3, 2022","Feb 13, 2019",500+,2.0.107,MEDICAL,6,"SM,GI,VA,LI,MC,GB"
557,Squeezy Men: NHS Pelvic Floor,PEGI 3,2.99,False,3.7,39,https://play.google.com/store/apps/details?id=com.propagator.squeezyformen,"Apr 26, 2017","Nov 11, 2014","1,000+",1.2.11,MEDICAL,5,"SM,GI,VA,MC,GB"
558,Ornament: Health Monitoring,PEGI 3,0.0,True,5.0,2640,https://play.google.com/store/apps/details?id=com.ornament.monitor,"Jun 15, 2022","Aug 7, 2019","500,000+",2.64.1,MEDICAL,4,"SM,GI,VA,MC"
560,Category Therapy: Categories,PEGI 3,17.99,False,0.0,0,https://play.google.com/store/apps/details?id=com.tactustherapy.categorytherapy,"Jun 17, 2022","Jun 11, 2016",500+,2.0.61,MEDICAL,4,"SM,GI,VA,MC"
566,ParadApp Emergência Rules,PEGI 3,0.69,False,0.0,0,https://play.google.com/store/apps/details?id=br.com.paradapp,"Jun 20, 2021","May 31, 2021",100+,1.3.3,MEDICAL,4,"SM,GI,VA,MC"
567,Fan & White Noise for Sleeping,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=fan.white.noise.calming.sounds.sleep.timer.calm.rest.meditation.cpg.app,"Feb 14, 2022","Jun 1, 2021","50,000+",1.2.7,MEDICAL,4,"SM,GI,VA,MC"
573,PAPed,PEGI 3,0.79,False,0.0,0,https://play.google.com/store/apps/details?id=com.gersonr.PAPed2,"Feb 6, 2022","Oct 24, 2021",100+,3.0,MEDICAL,4,"SM,GI,VA,MC"
578,OMS AntrhoP,PEGI 3,0.79,False,0.0,0,https://play.google.com/store/apps/details?id=com.gersonr.OMSAnthroP2,"Jun 22, 2022","Oct 24, 2021",500+,2.1,MEDICAL,4,"SM,GI,VA,MC"
685,MeineLaborwerte,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.vireq.patientenauskunftapp,"Apr 19, 2021","Apr 7, 2020","100,000+",1.7.2,MEDICAL,1,DE
686,ePassGo,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.passgo.passgo,"Mar 20, 2022","Mar 15, 2021","500,000+",0.3.7,MEDICAL,1,DE
687,AGN Notfallfibel Pro,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=at.imigraz.ralfmuellerbooklet.v2014,"Feb 13, 2022","Jan 29, 2014","1,000+",15.2.2,MEDICAL,1,DE
693,Mein Testergebnis,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.itech_gmbh.meintestergebnis,"Mar 30, 2022","Apr 9, 2021","50,000+",1.4.0,MEDICAL,1,DE
694,Krebs Therapie Assistent Mika,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.fosanis.android.cancer_companion,"Jun 23, 2022",,"100,000+",1.8.17,MEDICAL,1,DE
695,FreeStyle Libre 3 – DE,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.freestylelibre3.app.de,"Jan 19, 2022",,"50,000+",3.3.1,MEDICAL,1,DE
697,Brueckner Brain Battery,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=de.aldebaran.brueckner.brainbattery,"Dec 12, 2017","Dec 11, 2015",100+,1.9.1427,MEDICAL,1,DE
699,Pflege Examen - Krankenpflege || EA,PEGI 3,2.69,False,0.0,0,https://play.google.com/store/apps/details?id=de.nurse.pflegeexamenea,"Dec 5, 2018","Oct 31, 2017","1,000+",1.40,MEDICAL,1,DE
701,AOK NAVIDA,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.aok.plus.ga,"May 3, 2022",,"10,000+",3.16.10,MEDICAL,1,DE
702,Fever,PEGI 3,1.99,False,0.0,0,https://play.google.com/store/apps/details?id=de.theappguys.fever,"Apr 23, 2020","Jul 9, 2013","1,000+",1.8,MEDICAL,1,DE
703,klarify: Pollen & Allergy App,PEGI 3,0.0,False,4.4,3510,https://play.google.com/store/apps/details?id=me.klarify.klara,"May 25, 2022","Jul 13, 2018","500,000+",18.1.1,MEDICAL,4,"DE,IE,CZ,DK"
704,EcoCare,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=center.ecocare.client,"Apr 25, 2022","Jun 21, 2021","1,000+",1.1.0,MEDICAL,1,DE
706,FreeStyle LibreLink - DE,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.freestylelibre.app.de,"Mar 11, 2021",,"100,000+",2.5.3,MEDICAL,1,DE
707,inomed eApplication notes,PEGI 3,42.99,False,0.0,0,https://play.google.com/store/apps/details?id=com.inomed.eapplicationnotes2,"Mar 10, 2021","Mar 25, 2021",10+,1.0,MEDICAL,1,DE
708,vetevo - Tagebuch & Gesundheit,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=de.vetevo.bea,"Jun 16, 2022",,"100,000+",2.5.4,MEDICAL,2,"DE,AT"
709,Physiology & Pathology,PEGI 3,22.49,False,0.0,0,https://play.google.com/store/apps/details?id=com.visiblebody.physiologyandpathology,"Feb 5, 2020","Nov 26, 2019","10,000+",1.1.06,MEDICAL,1,DE
710,Arznei aktuell,PEGI 3,0.0,True,3.7,4630,https://play.google.com/store/apps/details?id=com.ifap.arzneiaktuell,"Apr 11, 2022",,"500,000+",3.14.2,MEDICAL,1,DE
713,Kalmeda Tinnitus-App,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=de.mynoise.kalmeda,"Jun 13, 2022",,"10,000+",1.7.7,MEDICAL,1,DE
717,Antibiotika – Antiinfektiva,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.ukl.antiinfektiva,"Feb 4, 2021",,"1,000+",1.9.0,MEDICAL,1,DE
720,DoctorBox,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=eu.doctorbox.mobile.android.doctorbox,"May 25, 2022",,"500,000+",5.3.3,MEDICAL,1,DE
721,#SelfLove (GG Confidence & Self esteem),PEGI 3,0.0,True,3.9,632,https://play.google.com/store/apps/details?id=air.com.samuramu.gg.se,"Mar 31, 2022","Nov 13, 2017","50,000+",3.3.5,MEDICAL,1,DE
725,AcciDent,PEGI 3,6.49,False,0.0,0,https://play.google.com/store/apps/details?id=ch.zahnunfallzentrum.accident,"Aug 26, 2019","Mar 4, 2013","1,000+",1.0.1,MEDICAL,7,"DE,IS,BE,BG,LI,AX,AT"
726,AniCura,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=se.anicura.production,"Mar 14, 2022",,"100,000+",2.7.1,MEDICAL,4,"DE,NO,SE,DK"
727,free2pass,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.hanntech.free2pass,"Aug 9, 2021","Apr 8, 2021","50,000+",1.4.9,MEDICAL,1,DE
729,TeleClinic - Online Arzt,PEGI 3,0.0,False,5.0,11600,https://play.google.com/store/apps/details?id=com.teleClinic.teleClinic,"Jun 17, 2022","Oct 2, 2017","100,000+",4.28.0,MEDICAL,1,DE
730,BD Diabetes Care App,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.bd.dh.dcapp,"Mar 7, 2022","Mar 7, 2022","100,000+",3.3.0,MEDICAL,1,DE
736,gesund.de,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.gesund.app,"Jun 21, 2022",,"100,000+",2.35.6,MEDICAL,1,DE
737,smoov® O10,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=de.alber.smoov,"Apr 29, 2022","Mar 25, 2019","1,000+",1.0.8.2-67,MEDICAL,1,DE
738,PraxisApp Kinder- & Jugendarzt,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.monks.praxis_app.kin,"Jun 23, 2022",,"100,000+",3.2.4788,MEDICAL,1,DE
739,MAYD: MEDS AT YOUR DOORSTEP,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.mayd.mayd,"Jun 16, 2022","Oct 13, 2021","100,000+",1.2.1,MEDICAL,2,"DE,AT"
740,Rettungsdienst App - professionelle Notfallmedizin,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.rettungsdienst_app.rettungsdienst,"Nov 27, 2021",,"1,000+",4.2.2,MEDICAL,1,DE
741,apodiscounter online pharmacy,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=de.apodiscounter.androidphone,"Dec 28, 2021","Mar 11, 2011","100,000+",6.2.0,MEDICAL,1,DE
744,DocMorris,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.docmorris.pharmacyapp,"Jun 15, 2022","Jan 26, 2022","1,000,000+",3.12.0,MEDICAL,1,DE
745,myPhonak,PEGI 3,0.0,False,2.3,7160,https://play.google.com/store/apps/details?id=com.sonova.phonak.dsapp,"Feb 27, 2022","Aug 30, 2018","1,000,000+",4.0.6,MEDICAL,13,"DE,FI,HU,IE,BE,NO,NL,AT,GB,FR,SE,PL,DK"
746,Erste Hilfe Hund,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.beaconeer.erste_hilfe_hund,"Nov 1, 2021",,100+,4.0.2,MEDICAL,1,DE
747,Pschyrembel,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=com.step_byte_service.pschyrembel,"Oct 6, 2020",,"10,000+",2.3.15,MEDICAL,2,"DE,AT"
748,zanadio,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.aidhere.zanadio,"Jun 14, 2022",,"50,000+",1.1.25,MEDICAL,1,DE
749,24/7 online dermatologist,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.dermanostic,"Jun 14, 2022","Oct 8, 2020","100,000+",2.7.4,MEDICAL,2,"DE,AT"
751,Blutspende - Spenderservice,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.deltacity.android.blutspende,"Dec 18, 2019","Sep 16, 2011","500,000+",1.5.2,MEDICAL,1,DE
758,medpex: Online Apotheke,PEGI 3,0.0,False,4.7,43000,https://play.google.com/store/apps/details?id=de.comventure.medpex,"Jun 14, 2022","Dec 5, 2013","1,000,000+",4.53.1,MEDICAL,1,DE
759,Diabetes Connect,PEGI 3,0.0,True,4.3,4830,https://play.google.com/store/apps/details?id=com.squaremed.diabetesconnect.android,"Dec 20, 2020","Jul 20, 2013","100,000+",2.6.5,MEDICAL,2,"DE,AT"
760,Onfy: Apothekenmarktplatz,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.onfy.app,"Jun 21, 2022",,"100,000+",1.8.0,MEDICAL,1,DE
762,heat it® - insect bite healer,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.ka.kamedi.heat_it,"Jun 11, 2022","Sep 14, 2020","100,000+",1.6.0-53,MEDICAL,2,"DE,AT"
763,Synthesis App Vollversion,PEGI 3,78.59,True,0.0,0,https://play.google.com/store/apps/details?id=de.hahnemann.synthesis,"Oct 27, 2021","Mar 6, 2014","1,000+",Varies with device,MEDICAL,2,"DE,SE"
766,"Curalie, dein Gesundheitscoach",PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.curalie.chameleon,"Jun 17, 2022",,"100,000+",1.16.1,MEDICAL,1,DE
767,DBRD,PEGI 3,2.09,True,0.0,0,https://play.google.com/store/apps/details?id=com.rd.dbrd,"Feb 6, 2021","Oct 7, 2020",100+,Varies with device,MEDICAL,1,DE
770,E-Rezept,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.gematik.ti.erp.app,"May 31, 2022",,"100,000+",1.3.0,MEDICAL,1,DE
771,Cleo - Meine MS-App,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.biogen.cleo.de,"Apr 13, 2022",,"100,000+",1.12.2,MEDICAL,1,DE
775,felmo - Mobiler Tierarzt,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.vetiplan.petparentapp,"May 20, 2022","Feb 12, 2020","50,000+",4.4.2,MEDICAL,1,DE
776,meineapotheke.de,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.meineapotheke.app,"Jun 14, 2022",,"10,000+",2.0,MEDICAL,1,DE
777,Baby Teething,PEGI 3,0.99,False,0.0,0,https://play.google.com/store/apps/details?id=com.macromassive.babyteething.appPro,"Aug 15, 2014","Jun 16, 2014","1,000+",1.0.3,MEDICAL,1,DE
780,BeA  Befundauskunft,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.covidresultapp,"Oct 5, 2021",,"50,000+",3.4,MEDICAL,1,DE
781,Signia App,PEGI 3,0.0,False,2.5,6940,https://play.google.com/store/apps/details?id=com.signia.rta,"Jun 9, 2022","Sep 16, 2019","500,000+",2.5.70.6698,MEDICAL,7,"DE,IE,BE,NO,AT,FR,DK"
783,Bioscientia Travel Pass,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.bioscientia.docnet.app.travelpass,"Jun 9, 2022",,"100,000+",1.4.3,MEDICAL,1,DE
784,Acupuncture Assistant,PEGI 3,10.49,True,0.0,0,https://play.google.com/store/apps/details?id=br.com.mtcbrasilia.aa,"Jan 3, 2022","Apr 29, 2014","10,000+",7.4.4,MEDICAL,2,"DE,LI"
785,ApothekenApp,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=de.apotheken.app,"Jun 14, 2022",,"100,000+",3.1.0,MEDICAL,1,DE
786,EasyOncology,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.easymedical.easyoncology,"Apr 22, 2022",,100+,5.1.7,MEDICAL,1,DE
789,TaysPolku,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=fi.tays.taystoimenpide,"May 31, 2022","Jun 21, 2018","1,000+",v2.37.2,MEDICAL,1,FI
801,myAir™ by ResMed EMEA,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.resmed.myair.eu1,"May 27, 2022",,"5,000+",2.4.0.394.12-eu1,MEDICAL,5,"FI,BE,NO,SE,DK"
803,Pharmaca Fennica,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=fi.laaketietokeskus.pf,"Oct 13, 2020","Jan 11, 2017","50,000+",1.9.2,MEDICAL,1,FI
804,Ozempic® Suomi,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.novonordisk.SemaFinland,"Mar 17, 2022",,"1,000+",1.2.0,MEDICAL,1,FI
805,Care to Translate,PEGI 3,0.0,True,4.6,1860,https://play.google.com/store/apps/details?id=com.siv,"Jun 16, 2022","Dec 12, 2018","100,000+",4.4.2,MEDICAL,3,"FI,NO,SE"
811,FreeStyle LibreLink - FI,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.freestylelibre.app.fi,"Mar 11, 2021",,"10,000+",2.5.3,MEDICAL,1,FI
812,MiniMed™ Mobile,PEGI 3,0.0,False,1.4,1240,https://play.google.com/store/apps/details?id=com.medtronic.diabetes.minimedmobile.eu,"Nov 18, 2021","Oct 16, 2020","50,000+",1.2.1,MEDICAL,2,"FI,NO"
813,OmaTTBotnia,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.movendos.mclinic.tyoterveysbotnia,"May 19, 2022",,10+,0.10.0,MEDICAL,1,FI
817,OmaTäsmä,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.movendos.mclinic.tasmatyoterveys,"Jun 7, 2021","Jun 7, 2021","1,000+",0.8.0,MEDICAL,1,FI
818,Mobiilihiilihydraattikäsikirja,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.intodigital.hiilihydraattikasikirja,"Nov 20, 2017","Nov 20, 2017","10,000+",1.0.1,MEDICAL,1,FI
821,Agria Djur,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=se.agria.agria,"Nov 3, 2021",,"50,000+",1.7.1,MEDICAL,4,"FI,NO,SE,DK"
832,CONTOUR DIABETES app (FI),PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.ascensia.contour.fi,"May 30, 2022",,"10,000+",3.1.0,MEDICAL,1,FI
833,Vet Guide,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.vetguide.finland,"Jun 17, 2022",,"50,000+",22.6.2,MEDICAL,1,FI
837,CSAM iPana Maternity,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.csamhealth.ipanamaternity,"Mar 8, 2022",,"1,000+",2021.1,MEDICAL,1,FI
843,Pihlajalinna-videovastaanotto,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=fi.pihlajalinna.video,"Jun 8, 2022",,"5,000+",3.51.0,MEDICAL,1,FI
849,FirstVet - Your video vet,PEGI 3,0.0,False,4.9,2700,https://play.google.com/store/apps/details?id=com.firstvet.firstvetlocalized,"Jun 16, 2022","Mar 14, 2019","100,000+",1.4.52,MEDICAL,3,"FI,NO,DK"
851,Remomedi - Pharmacy remote,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=fi.remomedi.remomedi,"May 25, 2022",,"5,000+",2.0.5,MEDICAL,1,FI
853,Oirepäiväkirja,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=fi.aatosvision.oirepaivakirja,"Apr 7, 2022","Aug 30, 2021",500+,1.0.9,MEDICAL,1,FI
864,LemmikkiHelppi,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=fi.lahitapiola.lemmikkihelppi,"Apr 20, 2022","Jan 28, 2019","10,000+",1.4.3,MEDICAL,1,FI
867,BuddyCare,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.buddyhealthcare.buddycare,"Apr 29, 2022","Aug 31, 2016","5,000+",v2.37.2,MEDICAL,1,FI
874,CareLink™ Connect,PEGI 3,0.0,False,1.7,501,https://play.google.com/store/apps/details?id=com.medtronic.diabetes.carepartner,"Aug 17, 2021","Oct 16, 2020","10,000+",2.2.0,MEDICAL,2,"FI,NO"
877,Natural Cycles - Birth Control,PEGI 3,0.0,False,4.9,17900,https://play.google.com/store/apps/details?id=com.naturalcycles.cordova,"Jun 16, 2022","Apr 17, 2014","500,000+",4.5.8,MEDICAL,4,"FI,IE,GB,SE"
888,TerveysHelppi,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=fi.lahitapiola.mobile,"Jun 7, 2022","Dec 11, 2017","100,000+",3.13,MEDICAL,1,FI
890,FreeStyle Libre 3 - FI,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.freestylelibre3.app.fi,"Jan 19, 2022",,"1,000+",3.3.1,MEDICAL,1,FI
891,Fimlab mobiilisovellus,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=fi.fimlab.mobile.app,"May 31, 2022",,500+,1.0.1.208,MEDICAL,1,FI
896,Dexcom Follow mmol/L DXCM1,PEGI 3,0.0,False,2.6,466,https://play.google.com/store/apps/details?id=com.dexcom.follow.region1.mmol,"Mar 3, 2022","Sep 30, 2015","50,000+",4.4.0,MEDICAL,3,"FI,IE,CZ"
904,Nursebuddy for Carers,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=fi.nursebuddy.carer,"May 16, 2022","Oct 25, 2021","1,000+",2.0.0,MEDICAL,1,FI
906,Treet,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.treet,"Apr 25, 2021",,"5,000+",1.1.9,MEDICAL,1,FI
907,Pohjola Health Advisor,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=fi.pohjolaterveys.mobiili.android,"Feb 28, 2022",,"50,000+",2.1,MEDICAL,1,FI
912,Maisa,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=fi.maisa.maisa,"May 24, 2022","May 13, 2019","100,000+",10.1.5,MEDICAL,1,FI
913,Hjelp 113,PEGI 3,0.0,False,4.7,1660,https://play.google.com/store/apps/details?id=com.favouritesystems.android.emergencyapp.nla113,"Jun 16, 2022","May 31, 2011","500,000+",5.0.12,MEDICAL,2,"FI,NO"
965,Ютека — больше чем аптека,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=ru.uteka.app,"Jun 21, 2022",,"1,000,000+",2.3.0,MEDICAL,3,"EE,LV,LT"
1046,PlazmAPP,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=com.raidendonogmail.com.plazmamenedzser,"Feb 2, 2022",,"10,000+",1.3.6,MEDICAL,1,HU
1048,Univerzo,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=hu.bsi.univerzo,"Jun 22, 2022",,"1,000+",1.1.1,MEDICAL,1,HU
1050,Model Dermatology–Skin Disease,PEGI 3,0.0,False,5.0,568,https://play.google.com/store/apps/details?id=com.phonegap.whichderm,"Jun 5, 2022","Jan 11, 2021","100,000+",13.5.38,MEDICAL,5,"HU,RO,BE,NO,NL"
1051,Bone Age App,PEGI 3,0.0,True,2.8,989,https://play.google.com/store/apps/details?id=com.app.boneage,"Jun 14, 2022","Mar 1, 2020","500,000+",2.2,MEDICAL,4,"HU,RO,CZ,GR"
1052,LMDoki,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=hu.lmdoki.lmdoki,"Jun 17, 2022","Apr 8, 2022","1,000+",1.0.3,MEDICAL,1,HU
1059,Hölgynaptár – ciklus napló,PEGI 3,0.0,True,4.1,704,https://play.google.com/store/apps/details?id=hu.pharmapromo.holgynaptar,"Dec 16, 2020","Dec 16, 2012","50,000+",2.3.2,MEDICAL,1,HU
1060,Haema Plasma,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=hu.kedplasma.kedplasma,"Jan 28, 2021",,"1,000+",1.2.0,MEDICAL,1,HU
1063,Medio,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=cc.medicall.medio,"Feb 1, 2021","Apr 26, 2020","5,000+",1.0.9,MEDICAL,1,HU
1066,"Voice Tools: Pitch, Tone, & Volume",PEGI 3,0.0,True,4.2,1140,https://play.google.com/store/apps/details?id=com.DevExtras.VoiceTools,"Jul 27, 2021","Nov 19, 2018","100,000+",1.02.100,MEDICAL,2,"HU,BE"
1068,Fitpuli,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=hu.fitpuli.android,"Feb 1, 2022","Sep 24, 2019","5,000+",3.7.13,MEDICAL,1,HU
1079,Period Tracker & Diary,PEGI 3,0.0,True,4.8,27400,https://play.google.com/store/apps/details?id=com.brc.PeriodTrackerDiary,"Apr 20, 2022","Nov 29, 2015","1,000,000+",7.0.0,MEDICAL,2,"HU,RO"
