,App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Country Code,Application Type
4670,Mobile JKN,PEGI 3,0,False,3.4,361K,https://play.google.com/store/apps/details?id=app.bpjs.mobile,"May 23, 2022","Apr 17, 2016","10,000,000+ ",4.1.3,MQ,MEDICAL
4671,FP Notebook,PEGI 3,0,True,4.2,640,https://play.google.com/store/apps/details?id=com.usbmis.troposphere.fpnb,"Apr 26, 2022","Jun 3, 2014","50,000+ ",3.1.3.510,MQ,MEDICAL
4672,MyTherapy Pill Reminder,PEGI 3,0,False,4.6,135K,https://play.google.com/store/apps/details?id=eu.smartpatient.mytherapy,"Jun 21, 2022","Apr 14, 2015","5,000,000+ ",3.88.4,MQ,MEDICAL
4673,Journal Club: Medicine,PEGI 3,£6.49,False,4.7,263,https://play.google.com/store/apps/details?id=org.wikijournalclub,"Sep 12, 2019","Mar 9, 2013","10,000+ ",Varies with device,MQ,MEDICAL
4674,Healthians -Full Body Checkup,PEGI 3,0,False,4.4,18.6K,https://play.google.com/store/apps/details?id=com.healthians.main.healthians,"Jun 20, 2022","Nov 9, 2017","1,000,000+ ",16.0,MQ,MEDICAL
4675,TraceTogether,PEGI 3,0,False,2.9,57.1K,https://play.google.com/store/apps/details?id=sg.gov.tech.bluetrace,"May 31, 2022","Mar 9, 2020","1,000,000+ ",2.14.2,MQ,MEDICAL
4676,Preventicus Heartbeats,PEGI 3,0,True,3.3,1.89K,https://play.google.com/store/apps/details?id=com.preventicus.heartbeats,"Feb 11, 2022","Jul 20, 2016","100,000+ ",1.6.16,MQ,MEDICAL
4677,Amil Clientes,PEGI 3,0,False,3.7,154K,https://play.google.com/store/apps/details?id=br.com.amil.beneficiarios,"Jun 15, 2022","Apr 19, 2013","5,000,000+ ",4.48.00,MQ,MEDICAL
4678,MDonCall - Practical Guide,PEGI 3,£9.99,False,4.4,51,https://play.google.com/store/apps/details?id=com.mdoncall,"May 19, 2022","Oct 25, 2012","5,000+ ",6.1.7,MQ,MEDICAL
4679,Muscle Trigger Point Anatomy,PEGI 3,£2.69,False,4.5,1.59K,https://play.google.com/store/apps/details?id=com.real.bodywork.muscle.trigger.points,"Jul 30, 2019","Jan 27, 2011","50,000+ ",2.4.8,MQ,MEDICAL
4680,Pregnancy Tracker,PEGI 3,0,True,4.9,313K,https://play.google.com/store/apps/details?id=com.easymobs.pregnancy,"Jun 21, 2022","May 4, 2016","5,000,000+ ",1.2.84,MQ,MEDICAL
4681,Аптека Вита — поиск лекарств,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.platfomni.vita,"Jun 2, 2022","Oct 8, 2020","1,000,000+ ",2.6,MQ,MEDICAL
4682,Mein Laborergebnis,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=de.itech_gmbh.meinlaborergebnis,"Apr 5, 2022","Apr 7, 2020","1,000,000+ ",1.4.1,MQ,MEDICAL
4683,ASRA Coags,PEGI 3,£3.79,False,,,https://play.google.com/store/apps/details?id=com.asra.asracoags,"Mar 10, 2022","May 26, 2015","10,000+ ",2.3.3,MQ,MEDICAL
4684,AlbuSoins,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=fr.albus.albusoins,"May 2, 2022","Nov 17, 2016","10,000+ ",1.4.8,MQ,MEDICAL
4685,Dr Lal PathLabs,PEGI 3,0,False,3.5,20.3K,https://play.google.com/store/apps/details?id=pathlabs.com.pathlabs,"Apr 8, 2022","Feb 29, 2016","1,000,000+ ",8.1.4,MQ,MEDICAL
4686,Ratownictwo medyczne algorytmy,PEGI 3,£6.49,False,,,https://play.google.com/store/apps/details?id=pl.waw.bitmed.protokols,"Jun 23, 2022","Apr 29, 2014","5,000+ ",14.4.0,MQ,MEDICAL
4687,Davis's Drug Guide,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.unbound.android.cqddl,"Jun 6, 2022","Jun 25, 2015","100,000+ ",2.8.04,MQ,MEDICAL
4688,PMED - Preço de Procedimento,PEGI 3,£4.19,True,,,https://play.google.com/store/apps/details?id=oaz.soft,"Jun 9, 2022","Aug 22, 2012","5,000+ ",11.8,MQ,MEDICAL
4689,myNFP,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=de.mynfp.mobile,"Apr 25, 2022","Aug 22, 2017","100,000+ ",3.6.0,MQ,MEDICAL
4690,Monash University FODMAP diet,PEGI 3,£5.60,False,3.5,2.47K,https://play.google.com/store/apps/details?id=com.monashuniversity.fodmap,"Jan 18, 2022","Nov 6, 2013","100,000+ ",3.0.9,MQ,MEDICAL
4691,MedShr: Discuss Clinical Cases,PEGI 3,0,False,4.5,10.2K,https://play.google.com/store/apps/details?id=net.medshr.android,"Feb 25, 2022","Jul 29, 2015","1,000,000+ ",15.12.1,MQ,MEDICAL
4692,DrugDoses,PEGI 3,£10.32,True,4.1,272,https://play.google.com/store/apps/details?id=com.DrugDoses.v2010,"Apr 6, 2022","Sep 16, 2010","5,000+ ",6.6,MQ,MEDICAL
4693,Language Therapy: Aphasia,PEGI 3,£64.99,False,4.6,76,https://play.google.com/store/apps/details?id=com.tactustherapy.languagetherapy,"Jun 17, 2022","Feb 29, 2016","1,000+ ",4.0.195,MQ,MEDICAL
4694,Johns Hopkins Guides ABX...,PEGI 3,0,True,5.0,662,https://play.google.com/store/apps/details?id=com.unbound.android.ubjhl,"May 2, 2022","Jan 20, 2016","10,000+ ",2.8.10,MQ,MEDICAL
4695,Petralex Hearing Aid App,PEGI 3,0,True,2.9,7.42K,https://play.google.com/store/apps/details?id=com.it4you.petralex,"Nov 2, 2021","Apr 1, 2014","1,000,000+ ",3.9.8,MQ,MEDICAL
4696,INR Diary,PEGI 3,£2.09,False,,,https://play.google.com/store/apps/details?id=be.webfactor.inrdiaryplus,"Feb 6, 2022","May 19, 2020","1,000+ ",2.2.2,MQ,MEDICAL
4697,Blood Pressure Analyze,PEGI 3,0,True,3.9,12.3K,https://play.google.com/store/apps/details?id=com.waterfullrainbow.bloodpressureanalyze,"Sep 9, 2021","Apr 1, 2019","1,000,000+ ",1.3.2,MQ,MEDICAL
4698,ICU Trials by ClinCalc,PEGI 3,£3.83,False,4.6,183,https://play.google.com/store/apps/details?id=com.clincalc.icutrials,"Mar 11, 2022","Jun 9, 2012","5,000+ ",3.2,MQ,MEDICAL
4699,MHRS,PEGI 3,0,False,4.1,77.6K,https://play.google.com/store/apps/details?id=tr.gov.saglik.MHRSMOBIL,"Jun 9, 2022","Dec 18, 2020","10,000,000+ ",1.5.5,MQ,MEDICAL
4700,Ada – check your health,PEGI 3,0,False,4.7,320K,https://play.google.com/store/apps/details?id=com.ada.app,"May 5, 2022","Mar 22, 2017","5,000,000+ ",3.17.0,MQ,MEDICAL
4701,e-Anatomy,PEGI 18,0,True,3.9,2.82K,https://play.google.com/store/apps/details?id=net.imaios.eanatomy,"May 17, 2022","Oct 20, 2011","500,000+ ",5.2.7,MQ,MEDICAL
4702,Doctolib,PEGI 3,0,False,4.5,330K,https://play.google.com/store/apps/details?id=fr.doctolib.www,"Jun 14, 2022","Mar 11, 2020","10,000,000+ ",3.4.11,MQ,MEDICAL
4703,CardioSignal,PEGI 3,0,True,1.8,512,https://play.google.com/store/apps/details?id=com.precordior.cardiosignal,"Feb 7, 2022","Apr 2, 2020","100,000+ ",2.10.1,MQ,MEDICAL
4704,Full Code - Emergency Medicine Simulation,PEGI 3,0,True,4.2,2.2K,https://play.google.com/store/apps/details?id=com.minerva_medical.minerva,"Apr 20, 2022","Aug 9, 2018","100,000+ ",2.9,MQ,MEDICAL
4705,ЕАПТЕКА — онлайн аптека,PEGI 3,0,False,4.5,227K,https://play.google.com/store/apps/details?id=ru.getpharma.eapteka,"Jun 20, 2022","Jan 23, 2016","5,000,000+ ",22.5.2,MQ,MEDICAL
4706,ALHOSN UAE,PEGI 3,0,False,2.8,49.7K,https://play.google.com/store/apps/details?id=doh.health.shield,"Jun 21, 2022","Apr 7, 2020","5,000,000+ ",3.5.2,MQ,MEDICAL
4707,Sunna Médecine,PEGI 3,£0.99,False,,,https://play.google.com/store/apps/details?id=com.decodev.sunna_medecin,"Mar 8, 2022","Mar 8, 2022",10+ ,1.0.0,MQ,MEDICAL
4708,Dilumed,PEGI 3,£0.59,False,,,https://play.google.com/store/apps/details?id=com.dilumed.pay,"Sep 27, 2021","Sep 27, 2021","1,000+ ",1.0,MQ,MEDICAL
4709,Visual Anatomy 2,PEGI 3,£1.59,False,4.6,939,https://play.google.com/store/apps/details?id=com.hssn.anatomy2,"Jun 9, 2022","Aug 22, 2014","10,000+ ",Varies with device,MQ,MEDICAL
4710,VIDAL Mobile,PEGI 3,0,True,4.1,6.58K,https://play.google.com/store/apps/details?id=com.mobicrea.vidal,"Apr 26, 2022","Feb 21, 2013","500,000+ ",Varies with device,MQ,MEDICAL
4711,Human Anatomy Atlas 2022＋,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.visiblebody.subscription,"May 23, 2022","Mar 7, 2022","10,000+ ",1.01.014,MQ,MEDICAL
4712,Vargo Anesthesia Mega App,PEGI 3,£79.99,False,,,https://play.google.com/store/apps/details?id=com.vargoanesthesia.masterapp,"Jun 3, 2022","Feb 14, 2014","5,000+ ",19.5.2,MQ,MEDICAL
4713,Fetal calculator PRO,PEGI 3,£13.49,False,,,https://play.google.com/store/apps/details?id=com.profile.ifetal_premium,"Mar 3, 2020","Sep 6, 2018","1,000+ ",1.1.1,MQ,MEDICAL
4714,Cardiac diagnosis-heart rate,PEGI 3,£11.99,False,3.8,431,https://play.google.com/store/apps/details?id=com.sdk.cardiac_diagnosis,"Apr 20, 2022","Jun 20, 2018","5,000+ ",25,MQ,MEDICAL
4715,Lexicomp,PEGI 3,0,True,4.4,2.47K,https://play.google.com/store/apps/details?id=com.lexi.android,"Apr 19, 2022","Apr 7, 2010","500,000+ ",Varies with device,MQ,MEDICAL
4716,Biloba - On-demand pediatrics,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=ba.bilo.mc,"Jun 7, 2022","Jul 10, 2020","50,000+ ",1.38.3,MQ,MEDICAL
4717,Curable Pain Relief,PEGI 3,0,True,4.3,809,https://play.google.com/store/apps/details?id=com.curablehealth.clara,"Mar 4, 2022","Dec 19, 2017","100,000+ ",4.13.3,MQ,MEDICAL
4718,"MediBuddy-Online Dr, Lab, Meds",PEGI 3,0,False,4.5,153K,https://play.google.com/store/apps/details?id=in.medibuddy,"Jun 22, 2022","Jul 8, 2014","1,000,000+ ",3.2.08,MQ,MEDICAL
4719,หมอพร้อม,PEGI 3,0,False,2.5,84.8K,https://play.google.com/store/apps/details?id=com.mor.promplus,"Apr 4, 2022","Jun 19, 2021","10,000,000+ ",0.7.9,MQ,MEDICAL
4720,Blood Pressure App: Heart Rate,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=blood.pressure.heart.rate.monitor.pulse.tracker.app.hch,"May 22, 2022","Dec 13, 2021","100,000+ ",1.4.2,MQ,MEDICAL
4721,Netmeds - India Ki Pharmacy,PEGI 3,0,False,4.4,461K,https://play.google.com/store/apps/details?id=com.NetmedsMarketplace.Netmeds,"May 12, 2022","Nov 8, 2015","10,000,000+ ",8.2.34,MQ,MEDICAL
4722,TousAntiCovid,PEGI 3,0,False,4.2,225K,https://play.google.com/store/apps/details?id=fr.gouv.android.stopcovid,"Jun 20, 2022","Jun 2, 2020","10,000,000+ ",4.3.0,MQ,MEDICAL
4723,AVAX Blood Pressure Diary,PEGI 3,0,True,4.5,6.42K,https://play.google.com/store/apps/details?id=app.avax.health,"Jun 16, 2022","Dec 31, 2018","100,000+ ",6.9.5,MQ,MEDICAL
4724,GNDI Easy,PEGI 3,0,False,2.6,109K,https://play.google.com/store/apps/details?id=br.com.gndi.beneficiario.gndieasy,"Jun 23, 2022","Sep 3, 2018","1,000,000+ ",1.0.85,MQ,MEDICAL
4725,Apteka.RU,None,0,False,4.7,186K,https://play.google.com/store/apps/details?id=ru.apteka,"Jun 17, 2022","May 25, 2020","5,000,000+ ",4.0.28.22342537,MQ,MEDICAL
4726,Body Temperature Thermometer,PEGI 12,0,True,3.8,6.82K,https://play.google.com/store/apps/details?id=com.bodytemperatureThermometer.feverRecordsdiary,"Nov 21, 2021","Oct 15, 2020","1,000,000+ ",1.2,MQ,MEDICAL
4727,FibriCheck,PEGI 3,0,True,3.3,6.32K,https://play.google.com/store/apps/details?id=com.qompium.fibricheck,"Jun 2, 2022","Aug 23, 2016","500,000+ ",2.3.0,MQ,MEDICAL
4728,SimMon,PEGI 3,£18.49,False,,,https://play.google.com/store/apps/details?id=dk.castleandersen.simmon,"Oct 27, 2020","Oct 23, 2019",500+ ,1.1,MQ,MEDICAL
4729,5-Minute Clinical Consult,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.unbound.android.cq59l,"May 2, 2022","May 11, 2015","10,000+ ",2.8.10,MQ,MEDICAL
4730,ASCCP Management Guidelines,PEGI 3,£9.49,False,,,https://play.google.com/store/apps/details?id=org.asccp.app2019,"Feb 9, 2022","Jun 20, 2020","10,000+ ",1.7,MQ,MEDICAL
4731,Advanced Naming Therapy,PEGI 3,£21.99,False,,,https://play.google.com/store/apps/details?id=com.tactustherapy.advancednaming,"Feb 3, 2022","Jun 9, 2017",500+ ,2.0.107,MQ,MEDICAL
4732,CoPE Paediatric Emergency,PEGI 3,£0.81,False,,,https://play.google.com/store/apps/details?id=dk.centic.cope,"Jan 18, 2019","Aug 26, 2013","1,000+ ",2.0-cope,MQ,MEDICAL
4733,BOS Funk Deutschland,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=de.rettungsdienst_app.bosd,"Jan 18, 2022",,"5,000+ ",4.2.1,MQ,MEDICAL
4734,Freya • Surge Timer,PEGI 3,£2.49,False,3.9,284,https://play.google.com/store/apps/details?id=com.thepositivebirthcompany.freyasurgetimer,"Jun 12, 2020","Dec 23, 2019","10,000+ ",2.0.56,MQ,MEDICAL
4735,My Calendar - Period Tracker,PEGI 3,0,True,4.9,385K,https://play.google.com/store/apps/details?id=com.lbrc.PeriodCalendar,"Jun 20, 2022","Aug 16, 2015","10,000,000+ ",8.3.1,MQ,MEDICAL
4736,Paediatric Emergencies,PEGI 3,£4.99,False,4.7,122,https://play.google.com/store/apps/details?id=com.itdcs.paediatricemergency,"Jan 9, 2022","Apr 1, 2014","5,000+ ",22.01,MQ,MEDICAL
4737,Complete Anatomy 2022,PEGI 3,0,True,3.6,6.72K,https://play.google.com/store/apps/details?id=com.a3d4medical.completeanatomy,"May 23, 2022","Jun 19, 2018","500,000+ ",8.6.0,MQ,MEDICAL
4738,Sanvello: Anxiety & Depression,None,0,True,4.5,23.3K,https://play.google.com/store/apps/details?id=com.pacificalabs.pacifica,"Jun 15, 2022","Jan 26, 2015","1,000,000+ ",8.54.0,MQ,MEDICAL
4739,MindDoc: Your Companion,PEGI 3,0,True,4.4,37.5K,https://play.google.com/store/apps/details?id=de.moodpath.android,"Jun 1, 2022","Jul 3, 2017","1,000,000+ ",4.17.4,MQ,MEDICAL
4740,Anatomy 3D Atlas,PEGI 3,0,True,3.9,13.1K,https://play.google.com/store/apps/details?id=com.catfishanimationstudio.MuscularSystemLite,"Apr 27, 2021","Sep 8, 2015","1,000,000+ ",3.1.1,MQ,MEDICAL
4741,Tabletki.ua: поиск лекарств,PEGI 3,0,False,4.7,111K,https://play.google.com/store/apps/details?id=com.tabletkiua.tabletki,"Jun 14, 2022","Nov 26, 2015","1,000,000+ ",4.1.369GMS,MQ,MEDICAL
4742,Anatomy Learning - 3D Anatomy,PEGI 3,0,True,4.4,103K,https://play.google.com/store/apps/details?id=com.AnatomyLearning.Anatomy3DViewer3,"Mar 29, 2022","Mar 20, 2014","5,000,000+ ",2.1.351,MQ,MEDICAL
4743,Davis's Drug Guide for Nurses,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.usbmis.reader.dadg,"Jun 4, 2022","Jul 5, 2011","100,000+ ",6.3.1.475,MQ,MEDICAL
4744,Calcium Pro,PEGI 3,£0.89,False,,,https://play.google.com/store/apps/details?id=com.haneke.parathyroid,"Jun 16, 2022","Mar 15, 2013","10,000+ ",1.7.4,MQ,MEDICAL
4745,全民健保行動快易通 | 健康存摺,PEGI 3,0,False,3.1,53.6K,https://play.google.com/store/apps/details?id=com.nhiApp.v1,"Jun 8, 2022","Mar 9, 2016","5,000,000+ ",3.0.22,MQ,MEDICAL
4746,Geeky Medics - OSCE revision,PEGI 3,0,True,3.8,941,https://play.google.com/store/apps/details?id=com.geekymedics.oscerevision,"Nov 8, 2021","May 9, 2016","100,000+ ",3.75,MQ,MEDICAL
4747,MEDCode: Bulários e Condutas,PEGI 3,0,True,5.0,2.03K,https://play.google.com/store/apps/details?id=br.com.medsos.sosplantao,"Jun 22, 2022","Mar 28, 2019","50,000+ ",3.0.3,MQ,MEDICAL
4748,Recognise Foot,PEGI 3,£6.99,False,,,https://play.google.com/store/apps/details?id=au.com.appliquette.recognise.foot,"May 16, 2019","Mar 2, 2016","5,000+ ",1.0.6,MQ,MEDICAL
4749,Whitebook Medicina: Residência,PEGI 3,0,True,4.4,10.3K,https://play.google.com/store/apps/details?id=com.medprescricao,"Jun 23, 2022","Apr 10, 2013","1,000,000+ ",11.13.0,MQ,MEDICAL
4750,Critical - Medical Guide,PEGI 3,£13.49,False,,,https://play.google.com/store/apps/details?id=com.iotait.criticalx,"Mar 1, 2020","Mar 1, 2020","1,000+ ",2.0,MQ,MEDICAL
4751,Sanford Guide,PEGI 3,0,True,4.2,3.48K,https://play.google.com/store/apps/details?id=com.sanfordguide.amt,"May 10, 2022","Aug 4, 2014","100,000+ ",5.1.13,MQ,MEDICAL
4752,Human Anatomy Atlas 2021,PEGI 3,£21.49,True,4.5,10.1K,https://play.google.com/store/apps/details?id=com.visiblebody.atlas,"Mar 17, 2021","Sep 30, 2016","100,000+ ",2021.2.27,MQ,MEDICAL
4753,SnoreGym : Reduce Your Snoring,PEGI 3,£4.19,False,4.7,951,https://play.google.com/store/apps/details?id=com.snorelab.snoregym,"Jan 15, 2021","Feb 3, 2020","50,000+ ",1.0.8,MQ,MEDICAL
4754,Migraine Buddy: Track Headache,PEGI 3,0,True,4.7,48.7K,https://play.google.com/store/apps/details?id=com.healint.migraineapp,"May 5, 2022","Jul 8, 2014","1,000,000+ ",50.0.1651284433,MQ,MEDICAL
4755,3D Anatomy,PEGI 3,£2.39,False,4.7,2.4K,https://play.google.com/store/apps/details?id=com.hssn.anatomy3d,"Mar 12, 2022","Sep 1, 2013","100,000+ ",6.2,MQ,MEDICAL
4756,e-motion® M25,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=de.alber.emotion_m25,"Apr 13, 2022","Oct 2, 2018","5,000+ ",2.4.0.0-162,MQ,MEDICAL
4757,meditorium,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.schilumedia.meditorium,"May 27, 2022","Jul 24, 2013","50,000+ ",2.2.17,MQ,MEDICAL
4758,VeinSeek,PEGI 3,£2.99,False,1.4,359,https://play.google.com/store/apps/details?id=com.vs.veinseek,"Dec 5, 2017","Feb 10, 2017","10,000+ ",Varies with device,MQ,MEDICAL
4759,Lady Pill Widgets,PEGI 3,£1.99,False,4.8,1.34K,https://play.google.com/store/apps/details?id=com.baviux.pillreminderwidget,"Sep 4, 2018","Dec 21, 2012","10,000+ ",1.2.4,MQ,MEDICAL
4760,Conecte SUS,PEGI 3,0,False,4.3,170K,https://play.google.com/store/apps/details?id=br.gov.datasus.cnsdigital,"May 5, 2022","Aug 26, 2015","10,000,000+ ",70.5.3,MQ,MEDICAL
4761,新型コロナワクチン接種証明書アプリ,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=jp.go.digital.vrs.vpa,"May 24, 2022","Nov 5, 2021","1,000,000+ ",1.3.0,MQ,MEDICAL
4762,Medical ID (premium),PEGI 3,£4.99,False,4.7,2.23K,https://play.google.com/store/apps/details?id=app.medicalid,"May 9, 2022","Jun 28, 2014","10,000+ ",7.15.1,MQ,MEDICAL
4763,Essential Anatomy 5,PEGI 3,£14.99,False,3.5,2.24K,https://play.google.com/store/apps/details?id=com.the3d4medical.EssentialAnatomy,"Feb 1, 2022","May 14, 2014","50,000+ ",1.2.0,MQ,MEDICAL
4764,OptoDrum,PEGI 3,£4.75,False,,,https://play.google.com/store/apps/details?id=com.linsay.optodrumandroid,"Oct 15, 2020","May 23, 2015","5,000+ ",1.0.2,MQ,MEDICAL
4765,Homeopathy at Home,PEGI 3,£1.99,False,,,https://play.google.com/store/apps/details?id=homeopat1app.homeopat1,"Nov 19, 2021","Oct 20, 2021",100+ ,1.0.0,MQ,MEDICAL
4766,amma Pregnancy & Baby Tracker,PEGI 3,0,True,4.3,287K,https://play.google.com/store/apps/details?id=ru.mobiledimension.kbr,"Jun 21, 2022","May 25, 2015","10,000,000+ ",3.12.0.11,MQ,MEDICAL
4767,Blood Pressure Tracker - BP Checker - BP Info,PEGI 16,0,True,4.1,2.33K,https://play.google.com/store/apps/details?id=com.sticker.mob.BloodPressure.checker.diary.spo2.bp.info.tracker.chart.log.calculator.evaluation.hypertension.record,"Oct 16, 2021","Jan 11, 2021","100,000+ ",4.0.0,CZ,MEDICAL
4768,Monash University FODMAP diet,PEGI 3,£5.60,False,3.5,2.47K,https://play.google.com/store/apps/details?id=com.monashuniversity.fodmap,"Jan 18, 2022","Nov 6, 2013","100,000+ ",3.0.9,CZ,MEDICAL
4769,Squeezy: NHS Pelvic Floor App,PEGI 3,£2.99,False,4.6,3.25K,https://play.google.com/store/apps/details?id=com.propagator.squeezy,"Mar 4, 2019","Sep 17, 2014","50,000+ ",Varies with device,CZ,MEDICAL
4770,Muscle Trigger Point Anatomy,PEGI 3,£2.69,False,4.5,1.59K,https://play.google.com/store/apps/details?id=com.real.bodywork.muscle.trigger.points,"Jul 30, 2019","Jan 27, 2011","50,000+ ",2.4.8,CZ,MEDICAL
4771,Whitebook Medicina: Residência,PEGI 3,0,True,4.4,10.3K,https://play.google.com/store/apps/details?id=com.medprescricao,"Jun 1, 2022","Apr 10, 2013","1,000,000+ ",11.13.0,CZ,MEDICAL
4772,Advanced Naming Therapy,PEGI 3,£21.99,False,,,https://play.google.com/store/apps/details?id=com.tactustherapy.advancednaming,"Feb 3, 2022","Jun 9, 2017",500+ ,2.0.107,CZ,MEDICAL
4773,MyTherapy Pill Reminder,PEGI 3,0,False,4.6,135K,https://play.google.com/store/apps/details?id=eu.smartpatient.mytherapy,"Jun 21, 2022","Apr 14, 2015","5,000,000+ ",3.88.4,CZ,MEDICAL
4774,Calcium Pro,PEGI 3,£0.89,False,,,https://play.google.com/store/apps/details?id=com.haneke.parathyroid,"Jun 16, 2022","Mar 15, 2013","10,000+ ",1.7.4,CZ,MEDICAL
4775,Essential Anatomy 5,PEGI 3,£14.99,False,3.5,2.24K,https://play.google.com/store/apps/details?id=com.the3d4medical.EssentialAnatomy,"Feb 1, 2022","May 14, 2014","50,000+ ",1.2.0,CZ,MEDICAL
4776,Human Anatomy Atlas 2022＋,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.visiblebody.subscription,"May 23, 2022","Mar 7, 2022","10,000+ ",1.01.014,CZ,MEDICAL
4777,SnoreGym : Reduce Your Snoring,PEGI 3,£4.19,False,4.7,951,https://play.google.com/store/apps/details?id=com.snorelab.snoregym,"Jan 15, 2021","Feb 3, 2020","50,000+ ",1.0.8,CZ,MEDICAL
4778,Lady Pill Widgets,PEGI 3,£1.99,False,4.8,1.34K,https://play.google.com/store/apps/details?id=com.baviux.pillreminderwidget,"Sep 4, 2018","Dec 21, 2012","10,000+ ",1.2.4,CZ,MEDICAL
4779,Cardiac diagnosis-heart rate,PEGI 3,£11.99,False,3.8,431,https://play.google.com/store/apps/details?id=com.sdk.cardiac_diagnosis,"Apr 20, 2022","Jun 20, 2018","5,000+ ",25,CZ,MEDICAL
4780,MDonCall - Practical Guide,PEGI 3,£9.99,False,4.4,51,https://play.google.com/store/apps/details?id=com.mdoncall,"May 19, 2022","Oct 25, 2012","5,000+ ",6.1.7,CZ,MEDICAL
4781,Fetal calculator PRO,PEGI 3,£13.49,False,,,https://play.google.com/store/apps/details?id=com.profile.ifetal_premium,"Mar 3, 2020","Sep 6, 2018","1,000+ ",1.1.1,CZ,MEDICAL
4782,Critical - Medical Guide,PEGI 3,£13.49,False,,,https://play.google.com/store/apps/details?id=com.iotait.criticalx,"Mar 1, 2020","Mar 1, 2020","1,000+ ",2.0,CZ,MEDICAL
4783,Johns Hopkins Guides ABX...,PEGI 3,0,True,5.0,662,https://play.google.com/store/apps/details?id=com.unbound.android.ubjhl,"May 2, 2022","Jan 20, 2016","10,000+ ",2.8.10,CZ,MEDICAL
4784,Saunders Comp Review NCLEX RN,PEGI 3,0,True,4.1,1.46K,https://play.google.com/store/apps/details?id=com.medpresso.testzapp.crnclex_rn,"Jun 14, 2022","Mar 13, 2018","100,000+ ",4.6.10,CZ,MEDICAL
4785,Preventicus Heartbeats,PEGI 3,0,True,3.3,1.89K,https://play.google.com/store/apps/details?id=com.preventicus.heartbeats,"Feb 11, 2022","Jul 20, 2016","100,000+ ",1.6.16,CZ,MEDICAL
4786,Migraine Buddy: Track Headache,PEGI 3,0,True,4.7,48.7K,https://play.google.com/store/apps/details?id=com.healint.migraineapp,"May 5, 2022","Jul 8, 2014","1,000,000+ ",50.0.1651284433,CZ,MEDICAL
4787,klarify: Pollen & Allergy App,PEGI 3,0,False,4.4,3.51K,https://play.google.com/store/apps/details?id=me.klarify.klara,"May 25, 2022","Jul 13, 2018","500,000+ ",18.1.1,CZ,MEDICAL
4788,Zdraví v mobilu,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=cz.cpzp.zdravivmobilu,"May 23, 2022","Oct 8, 2019","100,000+ ",3.9.3,CZ,MEDICAL
4789,Blood Pressure,PEGI 3,0,True,4.2,54.4K,https://play.google.com/store/apps/details?id=com.szyk.myheart,"May 25, 2022","Jul 15, 2012","10,000,000+ ",Google-6.12.0,CZ,MEDICAL
4790,A Manual of Acupuncture,PEGI 3,0,True,3.4,549,https://play.google.com/store/apps/details?id=com.cards,"Sep 27, 2020","Sep 25, 2014","10,000+ ",3.2.0,CZ,MEDICAL
4791,Lexicomp,PEGI 3,0,True,4.4,2.47K,https://play.google.com/store/apps/details?id=com.lexi.android,"Apr 19, 2022","Apr 7, 2010","500,000+ ",Varies with device,CZ,MEDICAL
4792,Bone Age App,PEGI 3,0,True,2.8,989,https://play.google.com/store/apps/details?id=com.app.boneage,"Jun 14, 2022","Mar 1, 2020","500,000+ ",2.2,CZ,MEDICAL
4793,Horse Anatomy: Equine 3D,PEGI 3,£4.59,False,3.0,116,https://play.google.com/store/apps/details?id=com.realbodywork.horseanatomy,"Jul 20, 2021","Dec 5, 2013","5,000+ ",2.10,CZ,MEDICAL
4794,Blood Pressure App: Heart Rate,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=blood.pressure.heart.rate.monitor.pulse.tracker.app.hch,"May 22, 2022","Dec 13, 2021","100,000+ ",1.4.2,CZ,MEDICAL
4795,Anatomy 3D Atlas,PEGI 3,0,True,3.9,13.1K,https://play.google.com/store/apps/details?id=com.catfishanimationstudio.MuscularSystemLite,"Apr 27, 2021","Sep 8, 2015","1,000,000+ ",3.1.1,CZ,MEDICAL
4796,IKEM Online,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=cz.ikem.online,"Apr 26, 2022","Jan 11, 2022","1,000+ ",2.3.34,CZ,MEDICAL
4797,"Ovy – period, ovulation, cycle",PEGI 12,0,True,3.0,3.71K,https://play.google.com/store/apps/details?id=com.ovyapp.android,"May 23, 2022","May 12, 2017","100,000+ ",6.0.3,CZ,MEDICAL
