,App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Country Code,Application Type
9553,MyFitnessPal - Calorie Counter,PEGI 3,0,True,4.4,2.51M,https://play.google.com/store/apps/details?id=com.myfitnesspal.android,"Jun 22, 2022","Apr 26, 2010","100,000,000+ ",Varies with device,NC,FITNESS
9554,buddhify - mindfulness meditation on the go,PEGI 3,£3.59,True,3.8,3.35K,https://play.google.com/store/apps/details?id=com.lvlup.buddhify,"Jan 21, 2021","Nov 25, 2014","100,000+ ",4.3.11,NC,FITNESS
9555,Waking Up: Guided Meditation,PEGI 3,0,True,4.9,33.1K,https://play.google.com/store/apps/details?id=org.wakingup.android,"Jun 20, 2022","Oct 28, 2018","1,000,000+ ",2.3.0,NC,FITNESS
9556,Wearfit Pro,PEGI 3,0,False,2.3,37.8K,https://play.google.com/store/apps/details?id=com.wakeup.howear,"Jun 14, 2022","May 10, 2020","5,000,000+ ",hw_22.06.14,NC,FITNESS
9557,Home Workouts No Equipment Pro,PEGI 3,£1.59,True,4.5,24.9K,https://play.google.com/store/apps/details?id=fitness.workouts.home.workoutspro,"May 10, 2022","May 27, 2017","1,000,000+ ",113.19,NC,FITNESS
9558,Awf Fit Dash [A] - watch face,PEGI 3,£0.49,False,,,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfdashboardA,"Jun 23, 2022","Feb 3, 2022",500+ ,Varies with device,NC,FITNESS
9559,Step Tracker - Pedometer,PEGI 3,0,True,4.9,554K,https://play.google.com/store/apps/details?id=steptracker.healthandfitness.walkingtracker.pedometer,"Apr 18, 2022","Aug 15, 2019","10,000,000+ ",1.3.0,NC,FITNESS
9560,"Step Counter - Pedometer, MStep",PEGI 3,0,True,4.9,1.16M,https://play.google.com/store/apps/details?id=pedometer.steptracker.calorieburner.stepcounter,"May 24, 2022","Jul 28, 2017","50,000,000+ ",1.2.4,NC,FITNESS
9561,Calorie Counter by Lose It!,PEGI 3,0,True,4.5,124K,https://play.google.com/store/apps/details?id=com.fitnow.loseit,"Jun 22, 2022","Oct 9, 2015","10,000,000+ ",14.3.701,NC,FITNESS
9562,Relax Meditation: Guided Mindfulness Meditations,PEGI 3,£2.29,True,4.7,21.6K,https://play.google.com/store/apps/details?id=ipnossoft.rma.premium,"Feb 14, 2020","Dec 21, 2011","100,000+ ",7.0.2,NC,FITNESS
9563,FitProSport Full Version,PEGI 3,£0.99,True,4.7,8.13K,https://play.google.com/store/apps/details?id=fitness.fitprosportfull,"Mar 22, 2022","Feb 27, 2015","100,000+ ",4.98 FULL,NC,FITNESS
9564,Pedometer - Step Counter,PEGI 3,0,True,4.9,710K,https://play.google.com/store/apps/details?id=pedometer.stepcounter.calorieburner.pedometerforwalking,"Apr 29, 2022","Jan 26, 2018","10,000,000+ ",2.2.0,NC,FITNESS
9565,WeightWatchers,PEGI 3,0,True,4.5,545K,https://play.google.com/store/apps/details?id=com.weightwatchers.mobile,"Jun 14, 2022","Aug 16, 2015","10,000,000+ ",10.14.0,NC,FITNESS
9566,Miracle Morning,PEGI 3,£4.49,False,,,https://play.google.com/store/apps/details?id=org.miracle.morning,"Jun 3, 2022","Dec 31, 2021","1,000+ ",1.0.87,NC,FITNESS
9567,STAmina Apnea Trainer,PEGI 3,£6.99,False,4.9,2.47K,https://play.google.com/store/apps/details?id=com.squarecrowdapps.stamina,"Jun 7, 2022","Sep 28, 2014","10,000+ ",5.1.2,NC,FITNESS
9568,Height Increase Workout,PEGI 3,0,True,4.6,426K,https://play.google.com/store/apps/details?id=increaseheightworkout.heightincreaseexercise.tallerexercise,"Mar 18, 2022","Jun 6, 2019","50,000,000+ ",1.0.29,NC,FITNESS
9569,iFIT: At Home Fitness Coach,PEGI 3,0,True,3.2,10.1K,https://play.google.com/store/apps/details?id=com.ifit.wolf,"Jun 14, 2022","Aug 1, 2018","1,000,000+ ",2.6.79,NC,FITNESS
9570,Zepp Life(MiFit),PEGI 3,0,True,3.9,2.53M,https://play.google.com/store/apps/details?id=com.xiaomi.hm.health,"May 28, 2022","Oct 7, 2014","100,000,000+ ",6.1.2,NC,FITNESS
9571,Pupil Distance PD Meter Pro,PEGI 3,£3.99,False,3.1,344,https://play.google.com/store/apps/details?id=com.vistechprojects.pupildistancemeterpro,"Jun 20, 2020","Jun 14, 2018","10,000+ ",1.1.0,NC,FITNESS
9572,My Model - Women,PEGI 3,£1.69,False,1.8,75,https://play.google.com/store/apps/details?id=com.modelmydiet.mymodel,"May 24, 2018","Jan 31, 2018","10,000+ ",1.0.4,NC,FITNESS
9573,Clue Period & Cycle Tracker,PEGI 3,0,True,4.6,1.14M,https://play.google.com/store/apps/details?id=com.clue.android,"Jun 14, 2022","Oct 9, 2014","10,000,000+ ",68.0,NC,FITNESS
9574,NoiseFit: Health & Fitness,PEGI 3,0,False,4.0,182K,https://play.google.com/store/apps/details?id=com.noisefit,"Jun 23, 2022","Mar 2, 2020","5,000,000+ ",2.1.2,NC,FITNESS
9575,FastEasy: Fasting Tracker,PEGI 3,0,True,4.4,10.4K,https://play.google.com/store/apps/details?id=fasteasy.dailyburn.fastingtracker,"Jun 7, 2022","Apr 1, 2021","1,000,000+ ",1.14.1,NC,FITNESS
9576,Google Fit: Activity Tracking,PEGI 3,0,False,3.3,527K,https://play.google.com/store/apps/details?id=com.google.android.apps.fitness,"Jun 17, 2022","Oct 28, 2014","100,000,000+ ",Varies with device,NC,FITNESS
9577,Rainy Mood • Rain Sounds,PEGI 3,£2.79,False,4.5,3.29K,https://play.google.com/store/apps/details?id=com.TailoredMusic.RainyMood,"Oct 30, 2018","Nov 12, 2012","50,000+ ",2.5,NC,FITNESS
9578,Rumpfzirkel,PEGI 3,£2.79,False,,,https://play.google.com/store/apps/details?id=com.cytex.rumpf_zirkel,"Apr 5, 2015","Jun 3, 2014","1,000+ ",1.1,NC,FITNESS
9579,Mindfulness with Petit BamBou,PEGI 3,0,True,4.7,118K,https://play.google.com/store/apps/details?id=com.petitbambou,"Jun 9, 2022","Jun 2, 2015","5,000,000+ ",5.3.4.gms,NC,FITNESS
9580,Fabulous Daily Routine Planner,PEGI 3,0,True,4.3,477K,https://play.google.com/store/apps/details?id=co.thefabulous.app,"May 5, 2022","Nov 29, 2013","10,000,000+ ",3.70,NC,FITNESS
9581,Couch to 5K®,PEGI 3,£4.29,True,4.3,15.4K,https://play.google.com/store/apps/details?id=com.active.aps.c25k,"May 18, 2022","Mar 28, 2012","100,000+ ",4.3.13.120,NC,FITNESS
9582,White Noise,PEGI 3,£0.99,True,4.5,17.2K,https://play.google.com/store/apps/details?id=com.tmsoft.whitenoise.full,"Dec 15, 2021",,"100,000+ ",Varies with device,NC,FITNESS
9583,FitNotes Supporter,PEGI 3,£4.99,False,5.0,1.06K,https://play.google.com/store/apps/details?id=com.fitnotesapp.fitnotessupporter,"Mar 26, 2017","Nov 21, 2016","10,000+ ",1.1.0,NC,FITNESS
9584,Blood Pressure App,PEGI 3,0,True,4.6,119K,https://play.google.com/store/apps/details?id=bloodpressure.bloodpressureapp.bloodpressuretracker,"Jun 22, 2022","Nov 17, 2021","10,000,000+ ",1.2.2,NC,FITNESS
9585,Sweat: Fitness App For Women,PEGI 3,0,True,4.4,37.3K,https://play.google.com/store/apps/details?id=com.kaylaitsines.sweatwithkayla,"Jun 21, 2022","Apr 28, 2016","5,000,000+ ",6.32.1,NC,FITNESS
9586,Six Pack in 30 Days,PEGI 3,0,True,4.9,2.13M,https://play.google.com/store/apps/details?id=sixpack.sixpackabs.absworkout,"Jun 19, 2022","Jan 9, 2018","100,000,000+ ",1.1.1,NC,FITNESS
9587,Ayush Kavach - COVID,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.stucare.ayush,"Jun 17, 2022","Apr 23, 2020","1,000,000+ ",0.2.9,NC,FITNESS
9588,Stop Smoking - EasyQuit Pro,PEGI 3,£6.49,False,4.9,1.42K,https://play.google.com/store/apps/details?id=com.herzberg.easyquitsmokingpro,"Jan 17, 2022","Dec 8, 2016","5,000+ ",1.6,NC,FITNESS
9589,QZ (qdomyos-zwift),PEGI 3,£5.49,False,5.0,243,https://play.google.com/store/apps/details?id=org.cagnulen.qdomyoszwift,"Dec 30, 2021","Dec 3, 2020","5,000+ ",2.8.142,NC,FITNESS
9590,Plank Challenge: Core Workout,PEGI 3,0,True,4.9,249K,https://play.google.com/store/apps/details?id=fat.burnning.plank.fitness.loseweight,"Mar 29, 2022","Nov 20, 2018","10,000,000+ ",1.2.1,NC,FITNESS
9591,Lefun Health,PEGI 3,0,False,2.4,89.7K,https://play.google.com/store/apps/details?id=com.tjd.tjdmainS2,"Apr 14, 2022","Jun 20, 2018","10,000,000+ ",3.02,NC,FITNESS
9592,"Calm - Meditate, Sleep, Relax",PEGI 3,0,True,4.4,495K,https://play.google.com/store/apps/details?id=com.calm.android,"Jun 8, 2022","Jul 30, 2014","10,000,000+ ",Varies with device,NC,FITNESS
9593,Lose Weight App for Women,PEGI 3,0,True,4.9,847K,https://play.google.com/store/apps/details?id=loseweightapp.loseweightappforwomen.womenworkoutathome,"Jan 29, 2022","Oct 31, 2019","50,000,000+ ",1.0.34,NC,FITNESS
9594,Body Constructor,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.bodyavconstructorerth,"Jun 7, 2022","Jun 7, 2022","50,000+ ",1.0.0,NC,FITNESS
9595,SyncMyTracks,PEGI 3,£2.69,False,3.4,4.51K,https://play.google.com/store/apps/details?id=com.syncmytracks,"Apr 19, 2022","Feb 18, 2014","50,000+ ",3.12.17,NC,FITNESS
9596,HRV4Training,PEGI 3,£10.49,False,4.1,942,https://play.google.com/store/apps/details?id=com.asma.hrv4training,"May 19, 2022","Mar 22, 2017","10,000+ ",3.3.0,NC,FITNESS
9597,BetterMe: Mental Health,PEGI 3,0,True,4.5,30.3K,https://play.google.com/store/apps/details?id=com.gen.bettermeditation,"Jun 20, 2022","Apr 13, 2018","1,000,000+ ",4.25.0,NC,FITNESS
9598,Home Workout - No Equipment,PEGI 3,0,True,4.9,2.84M,https://play.google.com/store/apps/details?id=homeworkout.homeworkouts.noequipment,"Apr 27, 2022","Nov 8, 2017","100,000,000+ ",1.1.8,NC,FITNESS
9599,Blood Pressure Pro,PEGI 3,0,True,3.7,7.69K,https://play.google.com/store/apps/details?id=com.bloodpressure.pro,"Jun 22, 2022","Apr 22, 2022","1,000,000+ ",1.3.0,NC,FITNESS
9600,Sobriety Counter -EasyQuit pro,PEGI 3,£6.49,False,5.0,1.98K,https://play.google.com/store/apps/details?id=com.herzberg.easyquitsdrinkingPro,"Jan 28, 2022","Dec 17, 2016","10,000+ ",1.9,NC,FITNESS
9601,Body Editor - Photo Editor,PEGI 12,0,True,4.6,244K,https://play.google.com/store/apps/details?id=breastenlarger.bodyeditor.photoeditor,"Jun 20, 2022","Dec 7, 2017","10,000,000+ ",1.221.47,NC,FITNESS
9602,Komoot: Cycling & Hiking Maps,PEGI 3,0,True,4.6,254K,https://play.google.com/store/apps/details?id=de.komoot.android,"Jun 19, 2022","Jun 10, 2011","10,000,000+ ",Varies with device,NC,FITNESS
9603,Headspace: Mindful Meditation,PEGI 3,0,True,4.4,274K,https://play.google.com/store/apps/details?id=com.getsomeheadspace.android,"Jun 21, 2022","Jan 6, 2012","10,000,000+ ",4.104.0,NC,FITNESS
9604,Muscle Booster Workout Planner,PEGI 3,0,True,4.1,145K,https://play.google.com/store/apps/details?id=musclebooster.workout.home.gym.abs.loseweight,"May 26, 2022","Nov 27, 2019","10,000,000+ ",2.7.0,NC,FITNESS
9605,"AllTrails: Hike, Bike & Run",PEGI 3,0,True,4.7,72.9K,https://play.google.com/store/apps/details?id=com.alltrails.alltrails,"Jun 21, 2022","Apr 30, 2014","10,000,000+ ",15.5.0,NC,FITNESS
9606,"Meditopia: Sleep, Meditation",PEGI 3,0,True,4.3,219K,https://play.google.com/store/apps/details?id=app.meditasyon,"May 16, 2022","Mar 7, 2017","10,000,000+ ",3.24.0,NC,FITNESS
9607,Flo Menstrual & Period Tracker,PEGI 3,0,True,4.7,2.63M,https://play.google.com/store/apps/details?id=org.iggymedia.periodtracker,"Jun 22, 2022","Apr 12, 2016","50,000,000+ ",Varies with device,NC,FITNESS
9608,White Noise Pro,PEGI 3,£2.69,True,4.4,679,https://play.google.com/store/apps/details?id=com.tmsoft.whitenoise.pro,"Dec 15, 2021","Mar 9, 2016","10,000+ ",Varies with device,NC,FITNESS
9609,Calorie Counter by FatSecret,PEGI 3,0,True,4.6,455K,https://play.google.com/store/apps/details?id=com.fatsecret.android,"May 25, 2022",,"10,000,000+ ",Varies with device,NC,FITNESS
9610,"Relive: Run, Ride, Hike & more",None,0,True,4.4,276K,https://play.google.com/store/apps/details?id=cc.relive.reliveapp,"Jun 23, 2022","Mar 21, 2017","10,000,000+ ",3.107.2,NC,FITNESS
9611,Buttocks Workout - Fitness App,PEGI 3,0,True,4.9,368K,https://play.google.com/store/apps/details?id=buttocksworkout.hipsworkouts.forwomen.legworkout,"Apr 27, 2022","Sep 13, 2017","10,000,000+ ",1.0.50,NC,FITNESS
9612,Paired: Couples & Relationship,PEGI 3,0,True,3.8,7.86K,https://play.google.com/store/apps/details?id=com.getpaired.app,"Jun 16, 2022","Sep 17, 2020","500,000+ ",0.744,NC,FITNESS
9613,Mi Fitness (Xiaomi Wear),PEGI 3,0,False,3.7,236K,https://play.google.com/store/apps/details?id=com.xiaomi.wearable,"May 30, 2022","Jun 28, 2020","10,000,000+ ",3.4.1i,NC,FITNESS
9614,The Blood Type Diet®,PEGI 3,£3.79,False,4.1,541,https://play.google.com/store/apps/details?id=com.northamericanpharmacal.btd,"Jan 31, 2022","Aug 22, 2011","50,000+ ",1.6.8,NC,FITNESS
9615,Anxiety Release based on EMDR,PEGI 3,£3.69,False,4.2,204,https://play.google.com/store/apps/details?id=com.overcomingpain.anxiety,"Mar 14, 2022","May 29, 2014","10,000+ ",1.7,NC,FITNESS
9616,Ref. Guide for Essential Oils,PEGI 3,£4.79,True,,,https://play.google.com/store/apps/details?id=com.abundanthealth4u.refguide4eo,"Apr 30, 2022","Jan 13, 2015","100,000+ ",2.7.0,NC,FITNESS
9617,Beachbody On Demand - The Best Fitness Workouts,PEGI 3,0,True,4.5,24.8K,https://play.google.com/store/apps/details?id=com.beachbody.bod,"Jun 21, 2022","Jul 6, 2017","1,000,000+ ",Varies with device,NC,FITNESS
9618,"Centr, by Chris Hemsworth",PEGI 3,0,True,4.6,12.3K,https://play.google.com/store/apps/details?id=com.centr.app,"Jun 21, 2022","Dec 15, 2019","1,000,000+ ",4.11.0.20220527.1,NC,FITNESS
9619,Sleep Cycle: Sleep Tracker,PEGI 3,0,True,4.3,162K,https://play.google.com/store/apps/details?id=com.northcube.sleepcycle,"Jun 19, 2022","Jun 16, 2014","10,000,000+ ",Varies with device,NC,FITNESS
9620,Food Intolerances,PEGI 3,£7.99,False,4.4,472,https://play.google.com/store/apps/details?id=de.baliza.hifmco,"Jun 8, 2022","Dec 9, 2012","10,000+ ",2.9.2,NC,FITNESS
9621,STEPN,PEGI 3,0,False,4.2,22.9K,https://play.google.com/store/apps/details?id=com.bcy.fsapp,"Jun 17, 2022","Feb 5, 2022","1,000,000+ ",0.7.3,NC,FITNESS
9622,Geocaching®,None,0,True,4.5,125K,https://play.google.com/store/apps/details?id=com.groundspeak.geocaching.intro,"Jun 21, 2022","Apr 15, 2014","10,000,000+ ",9.5.0,NC,FITNESS
9623,Tools & Mi Band,PEGI 3,£3.29,False,3.4,19.5K,https://play.google.com/store/apps/details?id=cz.zdenekhorak.mibandtools,"Oct 15, 2021","Jun 18, 2015","100,000+ ",6.4.0,NC,FITNESS
9624,My Macros+,PEGI 3,£2.89,True,4.3,4.89K,https://play.google.com/store/apps/details?id=mymacros.com.mymacros,"Jun 4, 2022","Oct 21, 2016","50,000+ ",2022.08,NC,FITNESS
9625,Awf Polar - watch face,PEGI 3,£1.89,False,4.4,246,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfpolar,"May 16, 2022","Sep 1, 2021","10,000+ ",Varies with device,NC,FITNESS
9626,Lucky Step,PEGI 18,0,True,3.2,94.2K,https://play.google.com/store/apps/details?id=com.luckandhealth.walkingtracker.pedometer,"Jun 12, 2022","Nov 30, 2021","10,000,000+ ",1.0.35,NC,FITNESS
9627,Yoga-Go: Yoga For Weight Loss,PEGI 3,0,True,4.5,58.7K,https://play.google.com/store/apps/details?id=net.beginners.weight.loss.workout.women.yoga.go,"Jun 16, 2022","Jun 6, 2019","10,000,000+ ",4.7.1,NC,FITNESS
9628,Daily Yoga: Fitness+Meditation,PEGI 3,0,True,4.9,143K,https://play.google.com/store/apps/details?id=com.dailyyoga.inc,"Jun 14, 2022","Jun 2, 2012","10,000,000+ ",8.14.00,NC,FITNESS
9629,Fastic - Intermittent Fasting,None,0,True,4.6,391K,https://play.google.com/store/apps/details?id=de.fastic.app,"Jun 15, 2022","Apr 23, 2019","5,000,000+ ",1.98.2,NC,FITNESS
9630,iMuscle 2,PEGI 3,£1.79,False,3.5,2.85K,https://play.google.com/store/apps/details?id=com.the3d4medical.imuscle2.smartphones,"Jul 4, 2019","Dec 31, 2013","50,000+ ",1.9,NC,FITNESS
9631,Fasting - Intermittent Fasting,PEGI 3,0,True,4.9,541K,https://play.google.com/store/apps/details?id=bodyfast.zero.fastingtracker.weightloss,"Jun 15, 2022","Oct 25, 2019","10,000,000+ ",1.5.3,NC,FITNESS
9632,BikeComputer Pro,PEGI 3,£4.29,True,4.3,6.34K,https://play.google.com/store/apps/details?id=de.rooehler.bikecomputer.pro,"May 15, 2022","Feb 3, 2012","50,000+ ",8.8.7 Google Play,NC,FITNESS
9633,MammaMage 2.0,PEGI 3,£2.79,True,,,https://play.google.com/store/apps/details?id=com.mammamage.app2,"Nov 16, 2020","Aug 25, 2020","5,000+ ",1.0.4,NC,FITNESS
9634,Wendler log 531 Pro,PEGI 3,£6.99,False,4.8,4.1K,https://play.google.com/store/apps/details?id=com.sarasoft.es.fivethreeone,"Jun 12, 2022","Jan 20, 2015","10,000+ ",20.2,NC,FITNESS
9635,You Are Your Own Gym by Mark Lauren,PEGI 3,£3.99,False,4.1,3.84K,https://play.google.com/store/apps/details?id=com.leafcutterstudios.yayog,"Feb 28, 2022","Nov 1, 2011","100,000+ ",Varies with device,NC,FITNESS
9636,WalkFit: Walking App,PEGI 3,0,True,3.4,42K,https://play.google.com/store/apps/details?id=com.walkfit.weightloss.steptracker.pedometer,"Jun 23, 2022","Mar 2, 2020","10,000,000+ ",2.22.2,NC,FITNESS
9637,BetterMe: Health Coaching,PEGI 3,0,True,3.9,215K,https://play.google.com/store/apps/details?id=com.gen.workoutme,"Jun 9, 2022","Jul 27, 2017","10,000,000+ ",6.3.2,NC,FITNESS
9638,Lose Weight App for Men,PEGI 3,0,True,4.9,1.65M,https://play.google.com/store/apps/details?id=menloseweight.loseweightappformen.weightlossformen,"May 11, 2022","Mar 7, 2019","50,000,000+ ",1.0.41,NC,FITNESS
9639,Wocute - Period Calendar,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.meiqijiacheng.wocute,"Jun 2, 2022","Dec 3, 2021","1,000,000+ ",1.3.3,NC,FITNESS
9640,Lose Weight at Home in 30 Days,PEGI 3,0,True,4.9,869K,https://play.google.com/store/apps/details?id=loseweight.weightloss.workout.fitness,"May 24, 2022","Jul 31, 2017","50,000,000+ ",1.064.GP,NC,FITNESS
9641,EO Guide,PEGI 3,£4.99,False,,,https://play.google.com/store/apps/details?id=ch.synceed.eoguide,"Dec 10, 2020","May 15, 2018","10,000+ ",2.1.5,NC,FITNESS
9642,HealthifyMe - Calorie Counter,PEGI 3,0,True,4.5,407K,https://play.google.com/store/apps/details?id=com.healthifyme.basic,"Jun 18, 2022","May 11, 2013","10,000,000+ ",v18.2,NC,FITNESS
9643,Far - godt fra start,PEGI 3,£3.79,False,,,https://play.google.com/store/apps/details?id=dk.kfs.far,"Apr 5, 2022","Feb 19, 2020","1,000+ ",1.1.2,NC,FITNESS
9644,Asana Rebel: Get in Shape,PEGI 3,0,True,4.5,51.7K,https://play.google.com/store/apps/details?id=com.asanayoga.asanarebel,"Jun 5, 2022","Oct 19, 2016","5,000,000+ ",6.0.0.5734,NC,FITNESS
9645,Freeletics: Fitness Workouts,PEGI 3,0,True,4.2,230K,https://play.google.com/store/apps/details?id=com.freeletics.lite,"Jun 22, 2022","Jan 2, 2014","10,000,000+ ",22.23.0,NC,FITNESS
9646,Pedometer - Step Counter App,PEGI 3,0,True,4.8,757K,https://play.google.com/store/apps/details?id=com.tayu.tau.pedometer,"May 22, 2022","Jun 4, 2013","50,000,000+ ",5.40,NC,FITNESS
9647,The Wonder Weeks,PEGI 3,£3.99,True,4.2,36.6K,https://play.google.com/store/apps/details?id=org.twisevictory.apps,"Apr 14, 2022","Jun 13, 2012","1,000,000+ ",10.7.1,NC,FITNESS
9648,Arm Workout - Biceps Exercise,PEGI 3,0,True,4.8,336K,https://play.google.com/store/apps/details?id=armworkout.armworkoutformen.armexercises,"Jan 7, 2022","Mar 27, 2018","10,000,000+ ",2.0.9,NC,FITNESS
9649,Awf Health - watch face,PEGI 3,£0.49,False,,,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfhealthface,"Apr 16, 2022","Nov 18, 2021",500+ ,Varies with device,NC,FITNESS
9650,"Fitify: Fitness, Home Workout",PEGI 3,0,True,4.0,85.7K,https://play.google.com/store/apps/details?id=com.fitifyworkouts.bodyweight.workoutapp,"Jun 13, 2022","May 31, 2018","10,000,000+ ",Varies with device,NC,FITNESS
9651,Fitbit,PEGI 3,0,True,4.1,919K,https://play.google.com/store/apps/details?id=com.fitbit.FitbitMobile,"Jun 7, 2022","Mar 16, 2012","50,000,000+ ",3.59.1,AX,FITNESS
9652,Period Calendar Period Tracker,PEGI 3,0,True,4.9,6.71M,https://play.google.com/store/apps/details?id=com.popularapp.periodcalendar,"Jun 10, 2022","Mar 16, 2012","100,000,000+ ",Varies with device,AX,FITNESS
9653,Tools & Amazfit,PEGI 3,£3.29,False,3.2,4.36K,https://play.google.com/store/apps/details?id=cz.zdenekhorak.amazfittools,"Oct 15, 2021","Nov 27, 2017","100,000+ ",6.4.0,AX,FITNESS
9654,MyFLO Period Tracker,PEGI 12,£1.89,False,2.3,1.29K,https://play.google.com/store/apps/details?id=com.flolivingalisavitti.myfloapp,"May 3, 2022","Jan 23, 2017","10,000+ ",2.0.3,AX,FITNESS
9655,Fitbod Workout & Fitness Plans,PEGI 3,0,True,4.2,8.88K,https://play.google.com/store/apps/details?id=com.fitbod.fitbod,"Jun 15, 2022","May 22, 2020","1,000,000+ ",3.11.2,AX,FITNESS
9656,Lifesum: Healthy Eating & Diet,PEGI 3,0,True,4.5,316K,https://play.google.com/store/apps/details?id=com.sillens.shapeupclub,"Jun 21, 2022","Jun 16, 2011","10,000,000+ ",Varies with device,AX,FITNESS
9657,Sleep Sound Pro - Relax Mind,PEGI 3,£0.09,False,,,https://play.google.com/store/apps/details?id=jp.snowlife01.android.relax_pro,"Feb 19, 2022","Feb 5, 2022","1,000+ ",1.0.1,AX,FITNESS
9658,Lose Belly Fat  - Abs Workout,PEGI 3,0,True,4.8,497K,https://play.google.com/store/apps/details?id=losebellyfat.flatstomach.absworkout.fatburning,"Jan 20, 2022","Apr 12, 2018","50,000,000+ ",1.4.8,AX,FITNESS
9659,BodyFast Intermittent Fasting,PEGI 3,0,True,4.7,185K,https://play.google.com/store/apps/details?id=com.bodyfast,"May 18, 2022","Jan 19, 2018","10,000,000+ ",3.12.4,AX,FITNESS
9660,Replika: My AI Friend,PEGI 16,0,True,3.8,401K,https://play.google.com/store/apps/details?id=ai.replika.app,"Jun 23, 2022","Sep 8, 2017","10,000,000+ ",9.12.2,AX,FITNESS
9661,Lullaby pack Sleep + Mindroid,PEGI 3,£1.49,False,3.9,2.81K,https://play.google.com/store/apps/details?id=com.urbandroid.sleep.addon.lullaby,"May 2, 2022","Feb 17, 2013","100,000+ ",2.7,AX,FITNESS
9662,Blood Pressure,PEGI 3,0,True,3.0,39.4K,https://play.google.com/store/apps/details?id=bp.bloodpressureinfo,"May 24, 2022","Nov 3, 2018","10,000,000+ ",101.0,AX,FITNESS
